Seoul_apartment_sale_price_index,8.179188477196734,0.8647159934043884
Busan_apartment_sale_price_index,3.5935075761049853,0.9012159705162048
Daegu_apartment_sale_price_index,3.7968616877820898,0.9427929520606995
Incheon_apartment_sale_price_index,4.967309899035557,0.9021915197372437
Gwangju_apartment_sale_price_index,3.1129971210626954,0.8769046068191528
Daejeon_apartment_sale_price_index,3.9709608273020995,0.9030191898345947
Ulsan_apartment_sale_price_index,2.5820875753240955,0.9050527215003967
Sejong_apartment_sale_price_index,7.165591610258011,0.8891764879226685
Gyeonggi_apartment_sale_price_index,5.614156995827932,0.8883340358734131
Gangwon_apartment_sale_price_index,2.108134038901835,0.4176235795021057
Chungbuk_apartment_sale_price_index,2.537660651923355,0.5913805961608887
Chungnam_apartment_sale_price_index,2.3524670049479752,0.7600151896476746
Jeonbuk_apartment_sale_price_index,2.6793583703954305,0.7152547836303711
Jeonnam_apartment_sale_price_index,1.9612108017339418,0.8680931925773621
Gyeongbuk_apartment_sale_price_index,1.856265055791248,0.8121820688247681
Gyeongnam_apartment_sale_price_index,1.868035032340015,0.8842213153839111
Jeju_apartment_sale_price_index,4.510126376189388,-0.418442964553833
